date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:20:30	1150/1150	---M--	200	added ('OK')	image/png	etag:%2247e-5b97635ae90a7%22	https://minbooklibrary.orgfree.com/images/books/bookpattren.png	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/books/bookpattren.png	(from https://minbooklibrary.orgfree.com/css/main.css)
10:20:31	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/css/icomoon.css	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/css/icomoon.5b.delayed	(from https://minbooklibrary.orgfree.com/index-2.html)
10:20:31	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/css/icomoon.css	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/css/icomoon.5c.delayed	(from https://minbooklibrary.orgfree.com/products.html)
10:20:32	405570/405570	---M--	200	added ('OK')	image/jpeg	etag:%2263042-5b976315ef91d%22	https://minbooklibrary.orgfree.com/images/comingsoon-bg.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/comingsoon-bg.jpg	(from https://minbooklibrary.orgfree.com/css/main.css)
10:20:33	185485/185485	---M--	200	added ('OK')	image/jpeg	etag:%222d48d-5b9763800b29e%22	https://minbooklibrary.orgfree.com/images/parallax/bgparallax-07.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/parallax/bgparallax-07.jpg	(from https://minbooklibrary.orgfree.com/products.html)
10:20:33	38447/38447	---M--	200	added ('OK')	image/png	etag:%22962f-5b97631e8523e%22	https://minbooklibrary.orgfree.com/images/img-04.png	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/img-04.png	(from https://minbooklibrary.orgfree.com/products.html)
10:20:34	3517/3517	---M--	200	added ('OK')	image/jpeg	etag:%22dbd-5b97638609a14%22	https://minbooklibrary.orgfree.com/images/products/img-04.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/products/img-04.jpg	(from https://minbooklibrary.orgfree.com/products.html)
10:20:35	4066/4066	---M--	200	added ('OK')	image/jpeg	etag:%22fe2-5b97638700768%22	https://minbooklibrary.orgfree.com/images/products/img-05.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/products/img-05.jpg	(from https://minbooklibrary.orgfree.com/products.html)
10:20:36	3742/3742	---M--	200	added ('OK')	image/jpeg	etag:%22e9e-5b976387ed87b%22	https://minbooklibrary.orgfree.com/images/products/img-06.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/products/img-06.jpg	(from https://minbooklibrary.orgfree.com/products.html)
10:20:37	3682/3682	---M--	200	added ('OK')	image/jpeg	etag:%22e62-5b976388ece88%22	https://minbooklibrary.orgfree.com/images/products/img-07.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/products/img-07.jpg	(from https://minbooklibrary.orgfree.com/products.html)
10:20:38	2621/2621	---M--	200	added ('OK')	image/jpeg	etag:%22a3d-5b97636ee0c13%22	https://minbooklibrary.orgfree.com/images/instagram/img-01.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/instagram/img-01.jpg	(from https://minbooklibrary.orgfree.com/products.html)
10:20:38	2460/2460	---M--	200	added ('OK')	image/jpeg	etag:%2299c-5b97636e7c690%22	https://minbooklibrary.orgfree.com/images/instagram/img-02.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/instagram/img-02.jpg	(from https://minbooklibrary.orgfree.com/products.html)
10:20:38	2389/2389	---M--	200	added ('OK')	image/jpeg	etag:%22955-5b97636fae923%22	https://minbooklibrary.orgfree.com/images/instagram/img-03.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/instagram/img-03.jpg	(from https://minbooklibrary.orgfree.com/products.html)
10:20:39	2376/2376	---M--	200	added ('OK')	image/jpeg	etag:%22948-5b9763703f983%22	https://minbooklibrary.orgfree.com/images/instagram/img-04.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/instagram/img-04.jpg	(from https://minbooklibrary.orgfree.com/products.html)
10:20:40	1770/1770	---M--	200	added ('OK')	image/jpeg	etag:%226ea-5b976371124b3%22	https://minbooklibrary.orgfree.com/images/instagram/img-05.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/instagram/img-05.jpg	(from https://minbooklibrary.orgfree.com/products.html)
10:20:40	2706/2706	---M--	200	added ('OK')	image/jpeg	etag:%22a92-5b9763716e565%22	https://minbooklibrary.orgfree.com/images/instagram/img-06.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/instagram/img-06.jpg	(from https://minbooklibrary.orgfree.com/products.html)
10:20:41	2991/2991	---M--	200	added ('OK')	image/jpeg	etag:%22baf-5b97637244746%22	https://minbooklibrary.orgfree.com/images/instagram/img-07.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/instagram/img-07.jpg	(from https://minbooklibrary.orgfree.com/products.html)
10:20:42	4075/4075	---M--	200	added ('OK')	image/jpeg	etag:%22feb-5b976372d0d6e%22	https://minbooklibrary.orgfree.com/images/instagram/img-08.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/instagram/img-08.jpg	(from https://minbooklibrary.orgfree.com/products.html)
10:20:43	3147/3147	---M--	200	added ('OK')	image/jpeg	etag:%22c4b-5b976373790e9%22	https://minbooklibrary.orgfree.com/images/instagram/img-09.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/instagram/img-09.jpg	(from https://minbooklibrary.orgfree.com/products.html)
10:20:44	7235/7235	---M--	200	added ('OK')	image/jpeg	etag:%221c43-5b97633141e76%22	https://minbooklibrary.orgfree.com/images/author/imag-03.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-03.jpg	(from https://minbooklibrary.orgfree.com/products.html)
10:20:44	6569/6569	---M--	200	added ('OK')	image/jpeg	etag:%2219a9-5b976331cc946%22	https://minbooklibrary.orgfree.com/images/author/imag-04.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-04.jpg	(from https://minbooklibrary.orgfree.com/products.html)
10:20:45	5965/5965	---M--	200	added ('OK')	image/jpeg	etag:%22174d-5b976332dccdd%22	https://minbooklibrary.orgfree.com/images/author/imag-05.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-05.jpg	(from https://minbooklibrary.orgfree.com/products.html)
10:20:46	7438/7438	---M--	200	added ('OK')	image/jpeg	etag:%221d0e-5b9763336874c%22	https://minbooklibrary.orgfree.com/images/author/imag-06.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-06.jpg	(from https://minbooklibrary.orgfree.com/products.html)
10:20:46	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/css/icomoon.css	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/css/icomoon.70.delayed	(from https://minbooklibrary.orgfree.com/indexv2.html)
10:20:47	3207/3207	---M--	200	added ('OK')	text/css	etag:%22c87-5b9762ee09e86%22	https://minbooklibrary.orgfree.com/css/color-purple.css	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/css/color-purple.css	(from https://minbooklibrary.orgfree.com/indexv2.html)
10:20:47	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/css/icomoon.css	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/css/icomoon.72.delayed	(from https://minbooklibrary.orgfree.com/indexv3.html)
10:20:47	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/css/icomoon.css	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/css/icomoon.73.delayed	(from https://minbooklibrary.orgfree.com/authors.html)
10:20:47	5659/5659	---M--	200	added ('OK')	image/jpeg	etag:%22161b-5b97633457f70%22	https://minbooklibrary.orgfree.com/images/author/imag-07.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-07.jpg	(from https://minbooklibrary.orgfree.com/authors.html)
10:20:48	8928/8928	---M--	200	added ('OK')	image/jpeg	etag:%2222e0-5b9763352a6b7%22	https://minbooklibrary.orgfree.com/images/author/imag-08.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-08.jpg	(from https://minbooklibrary.orgfree.com/authors.html)
10:20:49	8287/8287	---M--	200	added ('OK')	image/jpeg	etag:%22205f-5b97633d9737c%22	https://minbooklibrary.orgfree.com/images/author/imag-20.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-20.jpg	(from https://minbooklibrary.orgfree.com/authors.html)
10:20:50	6358/6358	---M--	200	added ('OK')	image/jpeg	etag:%2218d6-5b97633a599ae%22	https://minbooklibrary.orgfree.com/images/author/imag-15.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-15.jpg	(from https://minbooklibrary.orgfree.com/authors.html)
10:20:51	5446/5446	---M--	200	added ('OK')	image/jpeg	etag:%221546-5b9763387b138%22	https://minbooklibrary.orgfree.com/images/author/imag-14.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-14.jpg	(from https://minbooklibrary.orgfree.com/authors.html)
10:20:52	7644/7644	---M--	200	added ('OK')	image/jpeg	etag:%221ddc-5b97633a30969%22	https://minbooklibrary.orgfree.com/images/author/imag-16.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-16.jpg	(from https://minbooklibrary.orgfree.com/authors.html)
10:20:53	5526/5526	---M--	200	added ('OK')	image/jpeg	etag:%221596-5b97633ba5284%22	https://minbooklibrary.orgfree.com/images/author/imag-17.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-17.jpg	(from https://minbooklibrary.orgfree.com/authors.html)
10:20:53	8440/8440	---M--	200	added ('OK')	image/jpeg	etag:%2220f8-5b97633ba5284%22	https://minbooklibrary.orgfree.com/images/author/imag-18.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-18.jpg	(from https://minbooklibrary.orgfree.com/authors.html)
10:20:54	6273/6273	---M--	200	added ('OK')	image/jpeg	etag:%221881-5b97633d53d54%22	https://minbooklibrary.orgfree.com/images/author/imag-19.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-19.jpg	(from https://minbooklibrary.orgfree.com/authors.html)
10:20:55	7592/7592	---M--	200	added ('OK')	image/jpeg	etag:%221da8-5b97633ef6ca4%22	https://minbooklibrary.orgfree.com/images/author/imag-21.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-21.jpg	(from https://minbooklibrary.orgfree.com/authors.html)
10:20:56	5644/5644	---M--	200	added ('OK')	image/jpeg	etag:%22160c-5b97633f3d97c%22	https://minbooklibrary.orgfree.com/images/author/imag-22.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-22.jpg	(from https://minbooklibrary.orgfree.com/authors.html)
10:20:57	6314/6314	---M--	200	added ('OK')	image/jpeg	etag:%2218aa-5b97634036610%22	https://minbooklibrary.orgfree.com/images/author/imag-23.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-23.jpg	(from https://minbooklibrary.orgfree.com/authors.html)
10:20:57	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/css/icomoon.css	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/css/icomoon.80.delayed	(from https://minbooklibrary.orgfree.com/authordetail.html)
10:20:58	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/css/icomoon.css	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/css/icomoon.82.delayed	(from https://minbooklibrary.orgfree.com/newslist.html)
10:20:58	32245/32245	---M--	200	added ('OK')	image/jpeg	etag:%227df5-5b97634278082%22	https://minbooklibrary.orgfree.com/images/author/imag-25.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-25.jpg	(from https://minbooklibrary.orgfree.com/authordetail.html)
10:20:59	20815/20815	---M--	200	added ('OK')	image/jpeg	etag:%22514f-5b97634ccba8e%22	https://minbooklibrary.orgfree.com/images/blog/img-05.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/blog/img-05.jpg	(from https://minbooklibrary.orgfree.com/newslist.html)
10:21:00	22656/22656	---M--	200	added ('OK')	image/jpeg	etag:%225880-5b97634caa74a%22	https://minbooklibrary.orgfree.com/images/blog/img-06.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/blog/img-06.jpg	(from https://minbooklibrary.orgfree.com/newslist.html)
10:21:01	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/css/icomoon.css	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/css/icomoon.86.delayed	(from https://minbooklibrary.orgfree.com/newsgrid.html)
10:21:01	38136/38136	---M--	200	added ('OK')	image/jpeg	etag:%2294f8-5b97634f33a4b%22	https://minbooklibrary.orgfree.com/images/blog/img-07.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/blog/img-07.jpg	(from https://minbooklibrary.orgfree.com/newslist.html)
10:21:03	25626/25626	---M--	200	added ('OK')	image/jpeg	etag:%22641a-5b9763511846a%22	https://minbooklibrary.orgfree.com/images/blog/img-08.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/blog/img-08.jpg	(from https://minbooklibrary.orgfree.com/newsgrid.html)
10:21:04	29398/29398	---M--	200	added ('OK')	image/jpeg	etag:%2272d6-5b97635110382%22	https://minbooklibrary.orgfree.com/images/blog/img-09.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/blog/img-09.jpg	(from https://minbooklibrary.orgfree.com/newsgrid.html)
10:21:05	25637/25637	---M--	200	added ('OK')	image/jpeg	etag:%226425-5b976352c388b%22	https://minbooklibrary.orgfree.com/images/blog/img-10.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/blog/img-10.jpg	(from https://minbooklibrary.orgfree.com/newsgrid.html)
10:21:06	33851/33851	---M--	200	added ('OK')	image/jpeg	etag:%22843b-5b9763530cc73%22	https://minbooklibrary.orgfree.com/images/blog/img-11.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/blog/img-11.jpg	(from https://minbooklibrary.orgfree.com/newsgrid.html)
10:21:07	16115/16115	---M--	200	added ('OK')	image/jpeg	etag:%223ef3-5b97635489e46%22	https://minbooklibrary.orgfree.com/images/blog/img-12.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/blog/img-12.jpg	(from https://minbooklibrary.orgfree.com/newsgrid.html)
10:21:08	23598/23598	---M--	200	added ('OK')	image/jpeg	etag:%225c2e-5b976355b5760%22	https://minbooklibrary.orgfree.com/images/blog/img-13.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/blog/img-13.jpg	(from https://minbooklibrary.orgfree.com/newsgrid.html)
10:21:09	36050/36050	---M--	200	added ('OK')	image/jpeg	etag:%228cd2-5b97635688a60%22	https://minbooklibrary.orgfree.com/images/blog/img-14.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/blog/img-14.jpg	(from https://minbooklibrary.orgfree.com/newsgrid.html)
10:21:10	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/css/icomoon.css	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/css/icomoon.8f.delayed	(from https://minbooklibrary.orgfree.com/newsdetail.html)
10:21:10	32345/32345	---M--	200	added ('OK')	image/jpeg	etag:%227e59-5b976357962ff%22	https://minbooklibrary.orgfree.com/images/blog/img-15.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/blog/img-15.jpg	(from https://minbooklibrary.orgfree.com/newsgrid.html)
10:21:12	117952/117952	---M--	200	added ('OK')	image/jpeg	etag:%221ccc0-5b97631b29024%22	https://minbooklibrary.orgfree.com/images/img-03.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/img-03.jpg	(from https://minbooklibrary.orgfree.com/newsdetail.html)
10:21:12	2414/2414	---M--	200	added ('OK')	image/jpeg	etag:%2296e-5b976342365b2%22	https://minbooklibrary.orgfree.com/images/author/imag-26.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-26.jpg	(from https://minbooklibrary.orgfree.com/newsdetail.html)
10:21:12	3307/3307	---M--	200	added ('OK')	image/jpeg	etag:%22ceb-5b976340d2a22%22	https://minbooklibrary.orgfree.com/images/author/imag-24.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/author/imag-24.jpg	(from https://minbooklibrary.orgfree.com/newsdetail.html)
10:21:12	3517/3517	---M--	200	added ('OK')	image/jpeg	etag:%22dbd-5b97631cac788%22	https://minbooklibrary.orgfree.com/images/img-04.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/img-04.jpg	(from https://minbooklibrary.orgfree.com/newsdetail.html)
10:21:13	4066/4066	---M--	200	added ('OK')	image/jpeg	etag:%22fe2-5b97631e4c7f7%22	https://minbooklibrary.orgfree.com/images/img-05.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/img-05.jpg	(from https://minbooklibrary.orgfree.com/newsdetail.html)
10:21:13	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/css/icomoon.css	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/css/icomoon.95.delayed	(from https://minbooklibrary.orgfree.com/contactus.html)
10:21:13	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/css/icomoon.css	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/css/icomoon.96.delayed	(from https://minbooklibrary.orgfree.com/aboutus.html)
10:21:14	50265/50265	---M--	200	added ('OK')	image/jpeg	etag:%22c459-5b976325b19de%22	https://minbooklibrary.orgfree.com/images/placeholder.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/placeholder.jpg	(from https://minbooklibrary.orgfree.com/aboutus.html)
10:21:15	62891/62891	---M--	200	added ('OK')	image/jpeg	etag:%22f5ab-5b976316be1e4%22	https://minbooklibrary.orgfree.com/images/img-01.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/img-01.jpg	(from https://minbooklibrary.orgfree.com/aboutus.html)
10:21:16	11714/11714	---M--	200	added ('OK')	image/jpeg	etag:%222dc2-5b97638d9c290%22	https://minbooklibrary.orgfree.com/images/team/img-01.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/team/img-01.jpg	(from https://minbooklibrary.orgfree.com/aboutus.html)
10:21:17	12880/12880	---M--	200	added ('OK')	image/jpeg	etag:%223250-5b97638d9e1d0%22	https://minbooklibrary.orgfree.com/images/team/img-02.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/team/img-02.jpg	(from https://minbooklibrary.orgfree.com/aboutus.html)
10:21:18	16294/16294	---M--	200	added ('OK')	image/jpeg	etag:%223fa6-5b97638f512f1%22	https://minbooklibrary.orgfree.com/images/team/img-03.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/team/img-03.jpg	(from https://minbooklibrary.orgfree.com/aboutus.html)
10:21:19	16862/16862	---M--	200	added ('OK')	image/jpeg	etag:%2241de-5b97638f0cd2a%22	https://minbooklibrary.orgfree.com/images/team/img-04.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/team/img-04.jpg	(from https://minbooklibrary.orgfree.com/aboutus.html)
10:21:20	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/css/icomoon.css	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/css/icomoon.9e.delayed	(from https://minbooklibrary.orgfree.com/productdetail.html)
10:21:20	12995/12995	---M--	200	added ('OK')	image/jpeg	etag:%2232c3-5b9763912bce7%22	https://minbooklibrary.orgfree.com/images/team/img-05.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/team/img-05.jpg	(from https://minbooklibrary.orgfree.com/aboutus.html)
10:21:21	13314/13314	---M--	200	added ('OK')	image/jpeg	etag:%223402-5b97631882c47%22	https://minbooklibrary.orgfree.com/images/img-02.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/img-02.jpg	(from https://minbooklibrary.orgfree.com/productdetail.html)
10:21:22	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/css/icomoon.css	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/css/icomoon.a1.delayed	(from https://minbooklibrary.orgfree.com/404error.html)
10:21:22	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/css/icomoon.css	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/css/icomoon.a2.delayed	(from https://minbooklibrary.orgfree.com/comingsoon.html)
10:21:22	21750/21750	---M--	200	added ('OK')	image/jpeg	etag:%2254f6-5b97632495eae%22	https://minbooklibrary.orgfree.com/images/placeholdervtwo.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/placeholdervtwo.jpg	(from https://minbooklibrary.orgfree.com/productdetail.html)
10:21:24	15908/15908	---M--	200	added ('OK')	image/png	etag:%223e24-5b97632011643%22	https://minbooklibrary.orgfree.com/images/logo-02.png	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/images/logo-02.png	(from https://minbooklibrary.orgfree.com/comingsoon.html)
10:21:26	227/227	---M--	302	error ('Found')	text/html	date:Thu,%2014%20Sep%202023%2003:21:26%20GMT	https://minbooklibrary.orgfree.com/cgi-sys/js/simple-expand.min.js	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/cgi-sys/js/simple-expand.min.a5.delayed	(from https://minbooklibrary.orgfree.com/images/ui-icons_444444_256x240.html)
10:21:27	268381/268381	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-4185d%22	http://code.jquery.com/jquery-1.9.1.js	C:/laragon/www/shopbansach/public/font_end/code.jquery.com/jquery-1.9.1.js	(from https://minbooklibrary.orgfree.com/images/ui-icons_444444_256x240.html)
10:21:28	227/227	---M--	302	error ('Found')	text/html	date:Thu,%2014%20Sep%202023%2003:21:28%20GMT	https://minbooklibrary.orgfree.com/cgi-sys/images/404top_w.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/cgi-sys/images/404top_w.a6.delayed	(from https://minbooklibrary.orgfree.com/images/ui-icons_444444_256x240.html)
10:21:29	227/227	---M--	302	error ('Found')	text/html	date:Thu,%2014%20Sep%202023%2003:21:29%20GMT	https://minbooklibrary.orgfree.com/cgi-sys/images/404mid.gif	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/cgi-sys/images/404mid.a7.delayed	(from https://minbooklibrary.orgfree.com/images/ui-icons_444444_256x240.html)
10:21:30	227/227	---M--	302	error ('Found')	text/html	date:Thu,%2014%20Sep%202023%2003:21:30%20GMT	https://minbooklibrary.orgfree.com/cgi-sys/images/404bottom.gif	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/cgi-sys/images/404bottom.a8.delayed	(from https://minbooklibrary.orgfree.com/images/ui-icons_444444_256x240.html)
10:21:31	227/227	---M--	302	error ('Found')	text/html	date:Thu,%2014%20Sep%202023%2003:21:31%20GMT	https://minbooklibrary.orgfree.com/cgi-sys/images/x.png	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/cgi-sys/images/x.a9.delayed	(from https://minbooklibrary.orgfree.com/images/ui-icons_444444_256x240.html)
10:21:31	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/cgi-sys/js/simple-expand.min.js	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/cgi-sys/js/simple-expand.min.aa.delayed	(from https://minbooklibrary.orgfree.com/images/ui-icons_555555_256x240.html)
10:21:31	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/cgi-sys/images/404top_w.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/cgi-sys/images/404top_w.ab.delayed	(from https://minbooklibrary.orgfree.com/images/ui-icons_555555_256x240.html)
10:21:31	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/cgi-sys/images/404mid.gif	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/cgi-sys/images/404mid.ac.delayed	(from https://minbooklibrary.orgfree.com/images/ui-icons_555555_256x240.html)
10:21:31	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/cgi-sys/images/404bottom.gif	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/cgi-sys/images/404bottom.ad.delayed	(from https://minbooklibrary.orgfree.com/images/ui-icons_555555_256x240.html)
10:21:31	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/cgi-sys/images/x.png	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/cgi-sys/images/x.ae.delayed	(from https://minbooklibrary.orgfree.com/images/ui-icons_555555_256x240.html)
10:21:31	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/cgi-sys/js/simple-expand.min.js	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/cgi-sys/js/simple-expand.min.af.delayed	(from https://minbooklibrary.orgfree.com/images/ui-icons_ffffff_256x240.html)
10:21:31	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/cgi-sys/images/404top_w.jpg	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/cgi-sys/images/404top_w.b0.delayed	(from https://minbooklibrary.orgfree.com/images/ui-icons_ffffff_256x240.html)
10:21:31	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/cgi-sys/images/404mid.gif	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/cgi-sys/images/404mid.b1.delayed	(from https://minbooklibrary.orgfree.com/images/ui-icons_ffffff_256x240.html)
10:21:31	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/cgi-sys/images/404bottom.gif	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/cgi-sys/images/404bottom.b2.delayed	(from https://minbooklibrary.orgfree.com/images/ui-icons_ffffff_256x240.html)
10:21:31	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/cgi-sys/images/x.png	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/cgi-sys/images/x.b3.delayed	(from https://minbooklibrary.orgfree.com/images/ui-icons_ffffff_256x240.html)
10:21:31	0/-1	---M--	302	error ('')			https://minbooklibrary.orgfree.com/cgi-sys/js/simple-expand.min.js	C:/laragon/www/shopbansach/public/font_end/minbooklibrary.orgfree.com/cgi-sys/js/simple-expand.min.b4.delayed	(from https://minbooklibrary.orgfree.com/images/ui-icons_777620_256x240.html)
